Wall time,Step,Value
1734375548.3662076,49,0.03285359591245651
1734383719.8666291,99,0.05179072916507721
1734390849.754796,149,0.06347335129976273
1734399079.0633502,199,0.03294198587536812
1734406372.2813175,249,0.055511150509119034
1734415224.1410086,299,0.06761559098958969
1734423393.2163556,349,0.05215936899185181
1734431102.4404023,399,0.04722710698843002
