Wall time,Step,Value
1734554744.3201554,49,0.9682760834693909
1734563078.6608322,99,0.7660567164421082
1734569963.6610303,149,0.644473135471344
1734577941.4052932,199,0.4796733856201172
1734584960.7921453,249,0.44975414872169495
1734592927.5089605,299,0.25738099217414856
1734601038.592472,349,0.21398042142391205
1734607999.2754428,399,0.17497628927230835
