Wall time,Step,Value
1734269906.8612504,49,0.05759276822209358
1734277512.4036114,99,0.10612434893846512
1734284956.6403532,149,0.05654636025428772
1734294437.3763442,199,0.08378862589597702
1734302932.8155162,249,0.05108381807804108
1734310830.2057145,299,0.07946731150150299
1734318877.7942708,349,0.06432398408651352
1734325785.4690013,399,0.061387799680233
