Wall time,Step,Value
1734202407.935456,49,0.049149394035339355
1734210384.3232775,99,0.06156116724014282
1734218019.1178315,149,0.08755319565534592
1734227668.6273093,199,0.06014689803123474
1734234288.2695491,249,0.04875246435403824
1734241989.5967457,299,0.05323442444205284
1734249692.7464378,349,0.0645410493016243
1734256559.3384838,399,0.05405253916978836
