Wall time,Step,Value
1734469602.4148836,49,0.054456327110528946
1734477577.322957,99,0.060867082327604294
1734484380.6930826,149,0.0663062185049057
1734492435.4749713,199,0.03672071173787117
1734499249.970789,249,0.05747709795832634
1734507352.3441272,299,0.09427270293235779
1734515301.140396,349,0.04207228869199753
1734522152.358856,399,0.049409039318561554
